date,season,player_name,nba_team,contract_type,year,season_id,season_type,team_id,player_id,position,total_games_played,total_games_started,total_minutes,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_flagrant_fouls,total_ejections,total_foulouts,total_tech_fouls_non_unsportsmanlike,total_true_shooting_att,total_true_shooting_pct,total_efficiency,total_field_goals_at_rim_made,total_field_goals_at_rim_att,total_field_goals_at_rim_pct,total_field_goals_at_midrange_made,total_field_goals_at_midrange_att,total_field_goals_at_midrange_pct,total_usage_pct,avg_minutes,avg_points,avg_off_rebounds,avg_def_rebounds,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_personal_fouls,avg_flagrant_fouls,avg_blocked_att,avg_field_goals_made,avg_field_goals_att,avg_three_points_made,avg_three_points_att,avg_free_throws_made,avg_free_throws_att,avg_two_points_made,avg_two_points_att,avg_efficiency,avg_true_shooting_att,games_played,minutes,points,assists,rebounds,steals,blocks,turnovers,fgm,fga,tpm,tpa,ftm,fta
2022-03-02,2021-22,Alize Johnson,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2022,2022.0,REG,0f009580-dda8-4080-aa43-5d58a17028f6,38a37db6-e1e5-421a-80b0-8e708458a774,F,11.0,7.0,296.0,61.0,111.0,0.55,55.0,87.0,0.632,6.0,24.0,0.25,8.0,18.0,26.0,0.692,27.0,89.0,116.0,31.0,27.0,1.15,9.0,2.0,27.0,1.0,160.0,0.0,0.0,0.0,0.0,122.44,0.653,233.0,43.0,59.0,0.729,0.0,1.0,0.0,22.56,26.9,14.5,2.45,8.09,10.55,2.8,0.82,0.18,2.45,2.45,0.0,0.73,5.55,10.09,0.55,2.18,1.64,2.36,5.0,7.91,21.18,11.13,11.0,296.0,160.0,31.0,116.0,9.0,2.0,27.0,61.0,111.0,6.0,24.0,18.0,26.0
2022-03-02,2021-22,Alize Johnson,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2022,2022.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,38a37db6-e1e5-421a-80b0-8e708458a774,F,11.0,8.0,357.0,77.0,118.0,0.653,75.0,111.0,0.676,2.0,7.0,0.286,14.0,15.0,23.0,0.652,39.0,116.0,155.0,67.0,37.0,1.81,5.0,5.0,36.0,0.0,181.0,0.0,0.0,1.0,0.0,128.12,0.706,327.0,44.0,56.0,0.786,1.0,3.0,0.333,19.83,32.5,16.5,3.55,10.55,14.09,6.1,0.45,0.45,3.36,3.27,0.0,1.27,7.0,10.73,0.18,0.64,1.36,2.09,6.82,10.09,29.73,11.65,11.0,357.0,181.0,67.0,155.0,5.0,5.0,37.0,77.0,118.0,2.0,7.0,15.0,23.0
2021-12-22,2021-22,Zylan Cheatham,Miami Heat,10-day contract,2021,2021.0,REG,a565062b-f8be-4a7f-b1f1-502057f3b365,da31d9c3-7378-43ee-92e2-857065f958b8,F,21.0,20.0,673.0,106.0,197.0,0.538,83.0,137.0,0.606,23.0,60.0,0.383,9.0,40.0,54.0,0.741,37.0,181.0,218.0,63.0,38.0,1.66,13.0,16.0,67.0,3.0,293.0,2.0,0.0,0.0,0.0,220.76,0.664,460.0,61.0,80.0,0.763,4.0,10.0,0.4,17.54,32.0,14.0,1.76,8.62,10.38,3.0,0.62,0.76,1.81,3.19,0.1,0.43,5.05,9.38,1.1,2.86,1.9,2.57,3.95,6.52,21.9,10.51,21.0,673.0,293.0,63.0,218.0,13.0,16.0,38.0,106.0,197.0,23.0,60.0,40.0,54.0
2021-12-22,2021-22,Zylan Cheatham,Miami Heat,10-day contract,2021,2021.0,REG,f12b109d-a4fa-42f4-83fd-34a82cf65239,da31d9c3-7378-43ee-92e2-857065f958b8,F,2.0,2.0,61.0,9.0,20.0,0.45,9.0,20.0,0.45,0.0,0.0,0.0,1.0,4.0,5.0,0.8,11.0,19.0,30.0,6.0,5.0,1.2,4.0,3.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,22.2,0.563,51.0,6.0,8.0,0.75,0.0,2.0,0.0,19.55,30.5,12.5,5.5,9.5,15.0,3.0,2.0,1.5,2.5,3.0,0.0,0.5,4.5,10.0,0.0,0.0,2.0,2.5,4.5,10.0,25.5,11.1,2.0,61.0,25.0,6.0,30.0,4.0,3.0,5.0,9.0,20.0,0.0,0.0,4.0,5.0
2021-01-11,2020-21,Yogi Ferrell,Cleveland Cavaliers,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,2020-21,Yogi Ferrell,Los Angeles Clippers,10-day contract followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,2021-22,Xavier Sneed,Memphis Grizzlies,10-day contract,2021,2021.0,REG,e74de5ce-3e98-4414-afe5-b56a90e527a2,3d45fcb2-012c-4994-b107-f723518410d7,F,4.0,4.0,121.0,21.0,43.0,0.488,11.0,19.0,0.579,10.0,24.0,0.417,1.0,8.0,9.0,0.889,4.0,18.0,22.0,10.0,3.0,3.33,7.0,2.0,6.0,2.0,65.0,0.0,0.0,0.0,0.0,46.96,0.692,80.0,0.0,2.0,0.0,1.0,1.0,1.0,18.69,30.3,16.3,1.0,4.5,5.5,2.5,1.75,0.5,0.75,1.5,0.0,0.25,5.25,10.75,2.5,6.0,2.0,2.25,2.75,4.75,20.0,11.74,4.0,121.0,65.0,10.0,22.0,7.0,2.0,3.0,21.0,43.0,10.0,24.0,8.0,9.0
2021-12-27,2021-22,Xavier Sneed,Memphis Grizzlies,10-day contract,2021,2021.0,REG,f12b109d-a4fa-42f4-83fd-34a82cf65239,3d45fcb2-012c-4994-b107-f723518410d7,F,11.0,10.0,352.0,45.0,126.0,0.357,30.0,65.0,0.462,15.0,61.0,0.246,5.0,31.0,37.0,0.838,11.0,53.0,64.0,30.0,25.0,1.2,14.0,3.0,33.0,1.0,162.0,0.0,0.0,0.0,0.0,142.28,0.569,161.0,7.0,14.0,0.5,9.0,23.0,0.391,20.84,32.0,14.7,1.0,4.82,5.82,2.7,1.27,0.27,2.27,3.0,0.0,0.45,4.09,11.45,1.36,5.55,2.82,3.36,2.73,5.91,14.64,12.93,11.0,352.0,162.0,30.0,64.0,14.0,3.0,25.0,45.0,126.0,15.0,61.0,31.0,37.0
2021-12-25,2021-22,Xavier Moon,Los Angeles Clippers,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,80411a5b-5ac0-4297-a19d-2dff8e0b611b,1a9c4244-8d8a-4ff3-b1c6-263493da5711,G,21.0,19.0,696.0,155.0,343.0,0.452,125.0,263.0,0.475,30.0,80.0,0.375,19.0,34.0,39.0,0.872,12.0,85.0,97.0,147.0,48.0,3.06,22.0,20.0,44.0,0.0,392.0,0.0,0.0,0.0,0.0,360.16,0.544,437.0,40.0,63.0,0.635,35.0,82.0,0.427,25.56,33.1,18.7,0.57,4.05,4.62,7.0,1.05,0.95,2.29,2.1,0.0,0.9,7.38,16.33,1.43,3.81,1.62,1.86,5.95,12.52,20.81,17.15,21.0,696.0,392.0,147.0,97.0,22.0,20.0,48.0,155.0,343.0,30.0,80.0,34.0,39.0
2021-12-23,2021-22,Wesley Iwundu,Atlanta Hawks,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,2021-22,Wenyen Gabriel,Brooklyn Nets,10-day contract,2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,c6054254-f0b4-44bd-b97b-c734d1685b48,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-21,2021-22,Wenyen Gabriel,Brooklyn Nets,10-day contract,2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,c6054254-f0b4-44bd-b97b-c734d1685b48,F,8.0,7.0,228.0,53.0,117.0,0.453,42.0,82.0,0.512,11.0,35.0,0.314,11.0,11.0,18.0,0.611,26.0,56.0,82.0,17.0,21.0,0.81,7.0,21.0,37.0,0.0,136.0,0.0,0.0,2.0,0.0,124.92,0.544,171.0,36.0,61.0,0.59,4.0,8.0,0.5,27.02,28.5,17.0,3.25,7.0,10.25,2.1,0.88,2.63,2.63,4.63,0.0,1.38,6.63,14.63,1.38,4.38,1.38,2.25,5.25,10.25,21.38,15.62,8.0,228.0,136.0,17.0,82.0,7.0,21.0,21.0,53.0,117.0,11.0,35.0,11.0,18.0
2021-12-31,2021-22,Wenyen Gabriel,Los Angeles Clippers,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,c6054254-f0b4-44bd-b97b-c734d1685b48,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,2021-22,Wenyen Gabriel,Los Angeles Clippers,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,c6054254-f0b4-44bd-b97b-c734d1685b48,F,8.0,7.0,228.0,53.0,117.0,0.453,42.0,82.0,0.512,11.0,35.0,0.314,11.0,11.0,18.0,0.611,26.0,56.0,82.0,17.0,21.0,0.81,7.0,21.0,37.0,0.0,136.0,0.0,0.0,2.0,0.0,124.92,0.544,171.0,36.0,61.0,0.59,4.0,8.0,0.5,27.02,28.5,17.0,3.25,7.0,10.25,2.1,0.88,2.63,2.63,4.63,0.0,1.38,6.63,14.63,1.38,4.38,1.38,2.25,5.25,10.25,21.38,15.62,8.0,228.0,136.0,17.0,82.0,7.0,21.0,21.0,53.0,117.0,11.0,35.0,11.0,18.0
2021-12-25,2021-22,Tyrell Terry,Memphis Grizzlies,10-day contract followed by signing for the rest of season,2021,2021.0,REG,4e26f748-e98f-412e-9c27-f04b255e7f25,5f8ecf4f-051b-4215-aaa7-3f05c118a5d2,G,16.0,9.0,395.0,60.0,172.0,0.349,43.0,107.0,0.402,17.0,65.0,0.262,19.0,40.0,45.0,0.889,9.0,35.0,44.0,60.0,22.0,2.73,10.0,0.0,26.0,0.0,193.0,0.0,0.0,0.0,0.0,191.8,0.503,168.0,24.0,43.0,0.558,9.0,26.0,0.346,23.39,24.7,12.1,0.56,2.19,2.75,3.8,0.63,0.0,1.38,1.63,0.0,1.19,3.75,10.75,1.06,4.06,2.5,2.81,2.69,6.69,10.5,11.99,16.0,395.0,193.0,60.0,44.0,10.0,0.0,22.0,60.0,172.0,17.0,65.0,40.0,45.0
2021-12-22,2021-22,Tyler Johnson,Philadelphia 76ers,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,2021-22,Tyler Hall,New York Knicks,10-day contract,2021,2021.0,REG,4dc54726-0738-413b-98b1-5b90dfe99aae,bf48453f-38ff-4ff6-96c1-f9dbbf1405b8,G,25.0,25.0,877.0,131.0,292.0,0.449,36.0,64.0,0.563,95.0,228.0,0.417,2.0,21.0,28.0,0.75,8.0,95.0,103.0,123.0,36.0,3.42,20.0,5.0,35.0,0.0,387.0,0.0,0.0,0.0,0.0,304.32,0.636,434.0,7.0,9.0,0.778,12.0,24.0,0.5,17.09,35.1,15.5,0.32,3.8,4.12,4.9,0.8,0.2,1.44,1.4,0.0,0.08,5.24,11.68,3.8,9.12,0.84,1.12,1.44,2.56,17.36,12.17,25.0,877.0,387.0,123.0,103.0,20.0,5.0,36.0,131.0,292.0,95.0,228.0,21.0,28.0
2021-02-24,2020-21,Tyler Cook,Brooklyn Nets,10-day contract,2021,2021.0,REG,34f6b263-8f03-481a-9e59-0ce0bcd86480,c5db4b07-44f9-4058-95eb-d3bec04c3a16,F,17.0,16.0,476.0,128.0,190.0,0.674,128.0,189.0,0.677,0.0,1.0,0.0,11.0,23.0,48.0,0.479,39.0,91.0,130.0,36.0,43.0,0.84,18.0,5.0,38.0,3.0,292.0,0.0,0.0,1.0,0.0,211.12,0.692,351.0,102.0,125.0,0.816,1.0,4.0,0.25,23.61,28.0,17.2,2.29,5.35,7.65,2.1,1.06,0.29,2.53,2.24,0.0,0.65,7.53,11.18,0.0,0.06,1.35,2.82,7.53,11.12,20.65,12.42,17.0,476.0,292.0,36.0,130.0,18.0,5.0,43.0,128.0,190.0,0.0,1.0,23.0,48.0
2021-03-18,2020-21,Tyler Cook,Detroit Pistons,Two 10-day contracts followed by signing for the rest of season,2021,2021.0,REG,34f6b263-8f03-481a-9e59-0ce0bcd86480,c5db4b07-44f9-4058-95eb-d3bec04c3a16,F,17.0,16.0,476.0,128.0,190.0,0.674,128.0,189.0,0.677,0.0,1.0,0.0,11.0,23.0,48.0,0.479,39.0,91.0,130.0,36.0,43.0,0.84,18.0,5.0,38.0,3.0,292.0,0.0,0.0,1.0,0.0,211.12,0.692,351.0,102.0,125.0,0.816,1.0,4.0,0.25,23.61,28.0,17.2,2.29,5.35,7.65,2.1,1.06,0.29,2.53,2.24,0.0,0.65,7.53,11.18,0.0,0.06,1.35,2.82,7.53,11.12,20.65,12.42,17.0,476.0,292.0,36.0,130.0,18.0,5.0,43.0,128.0,190.0,0.0,1.0,23.0,48.0
2021-12-22,2021-22,Tremont Waters,Toronto Raptors,10-day contract,2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,bb873aef-17ac-46a3-8103-63023330826b,G,15.0,0.0,350.0,58.0,138.0,0.42,30.0,63.0,0.476,28.0,75.0,0.373,6.0,7.0,12.0,0.583,4.0,23.0,27.0,60.0,29.0,2.07,18.0,1.0,22.0,0.0,156.0,0.0,0.0,0.0,0.0,143.28,0.544,148.0,22.0,38.0,0.579,5.0,16.0,0.313,20.72,23.3,10.4,0.27,1.53,1.8,4.0,1.2,0.07,1.93,1.47,0.0,0.4,3.87,9.2,1.87,5.0,0.47,0.8,2.0,4.2,9.87,9.55,15.0,350.0,156.0,60.0,27.0,18.0,1.0,29.0,58.0,138.0,28.0,75.0,7.0,12.0
2021-12-22,2021-22,Tremont Waters,Toronto Raptors,10-day contract,2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,bb873aef-17ac-46a3-8103-63023330826b,G,14.0,12.0,469.0,79.0,193.0,0.409,42.0,86.0,0.488,37.0,107.0,0.346,8.0,14.0,22.0,0.636,5.0,31.0,36.0,98.0,53.0,1.85,25.0,4.0,36.0,1.0,219.0,1.0,0.0,0.0,0.0,202.68,0.54,207.0,22.0,38.0,0.579,8.0,20.0,0.4,23.01,33.5,15.6,0.36,2.21,2.57,7.0,1.79,0.29,3.79,2.57,0.07,0.57,5.64,13.79,2.64,7.64,1.0,1.57,3.0,6.14,14.79,14.48,14.0,469.0,219.0,98.0,36.0,25.0,4.0,53.0,79.0,193.0,37.0,107.0,14.0,22.0
2021-12-22,2021-22,Tremont Waters,Toronto Raptors,10-day contract,2021,2021.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,bb873aef-17ac-46a3-8103-63023330826b,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,2021-22,Tre Scott,Cleveland Cavaliers,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,2021-22,Trayvon Palmer,Detroit Pistons,10-day contract,2021,2021.0,REG,452c9579-2fea-4534-8d18-5c701c8912db,e7a78212-88af-4486-aa86-c39d21552d66,F,32.0,16.0,878.0,87.0,230.0,0.378,46.0,85.0,0.541,41.0,145.0,0.283,5.0,21.0,28.0,0.75,53.0,124.0,177.0,52.0,24.0,2.17,31.0,7.0,96.0,2.0,249.0,1.0,0.0,0.0,0.0,242.32,0.514,342.0,26.0,43.0,0.605,2.0,6.0,0.333,12.82,27.4,7.8,1.66,3.88,5.53,1.6,0.97,0.22,0.75,3.0,0.03,0.16,2.72,7.19,1.28,4.53,0.66,0.88,1.44,2.66,10.69,7.57,32.0,878.0,249.0,52.0,177.0,31.0,7.0,24.0,87.0,230.0,41.0,145.0,21.0,28.0
2021-01-04,2020-21,Tim Frazier,Memphis Grizzlies,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,2021-22,Tim Frazier,Orlando Magic,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,2021-22,Theo Pinson,Dallas Mavericks,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,f6ca5dfd-5393-4dfd-9e48-96e3f2a0e978,G-F,3.0,3.0,91.0,9.0,34.0,0.265,5.0,19.0,0.263,4.0,15.0,0.267,3.0,4.0,4.0,1.0,2.0,12.0,14.0,11.0,6.0,1.83,5.0,1.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,35.76,0.391,28.0,4.0,7.0,0.571,1.0,9.0,0.111,20.26,30.3,9.3,0.67,4.0,4.67,3.7,1.67,0.33,2.0,2.0,0.0,1.0,3.0,11.33,1.33,5.0,1.33,1.33,1.67,6.33,9.33,11.92,3.0,91.0,28.0,11.0,14.0,5.0,1.0,6.0,9.0,34.0,4.0,15.0,4.0,4.0
2021-12-08,2021-22,Stanley Johnson,Chicago Bulls,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,2021-22,Stanley Johnson,Los Angeles Lakers,Three or more 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24,2020-21,Sindarius Thornwell,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,2021-22,Shaquille Harrison,Brooklyn Nets,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,11ea5d7e-720b-4f0a-88e4-21819c8260da,G,27.0,26.0,838.0,126.0,296.0,0.426,82.0,177.0,0.463,44.0,119.0,0.37,17.0,32.0,42.0,0.762,19.0,104.0,123.0,175.0,59.0,2.97,56.0,22.0,75.0,2.0,343.0,0.0,0.0,0.0,0.0,314.48,0.545,480.0,59.0,101.0,0.584,5.0,24.0,0.208,18.36,31.0,12.7,0.7,3.85,4.56,6.5,2.07,0.81,2.19,2.78,0.0,0.63,4.67,10.96,1.63,4.41,1.19,1.56,3.04,6.56,17.78,11.65,27.0,838.0,343.0,175.0,123.0,56.0,22.0,59.0,126.0,296.0,44.0,119.0,32.0,42.0
2021-12-25,2021-22,Shaq Buchanan,Memphis Grizzlies,10-day contract,2021,2021.0,REG,4e26f748-e98f-412e-9c27-f04b255e7f25,420fbef0-731a-419c-ae4f-aff86d33b18b,G,34.0,33.0,1204.0,247.0,590.0,0.419,174.0,332.0,0.524,73.0,258.0,0.283,29.0,75.0,102.0,0.735,41.0,159.0,200.0,141.0,99.0,1.42,59.0,11.0,57.0,5.0,689.0,0.0,0.0,0.0,0.0,634.88,0.543,631.0,99.0,157.0,0.631,6.0,18.0,0.333,26.34,35.4,20.3,1.21,4.68,5.88,4.1,1.74,0.32,2.91,1.68,0.0,0.85,7.26,17.35,2.15,7.59,2.21,3.0,5.12,9.76,18.56,18.67,34.0,1204.0,689.0,141.0,200.0,59.0,11.0,99.0,247.0,590.0,73.0,258.0,75.0,102.0
2021-12-27,2021-22,Scotty Hopson,Oklahoma City Thunder,10-day contract,2021,2021.0,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,0db710f8-1f37-4a6f-9de9-3e2f7cbb5bb2,G-F,32.0,23.0,889.0,172.0,361.0,0.476,142.0,272.0,0.522,30.0,89.0,0.337,24.0,37.0,54.0,0.685,40.0,121.0,161.0,113.0,70.0,1.61,33.0,13.0,59.0,3.0,433.0,0.0,0.0,0.0,0.0,384.76,0.563,477.0,50.0,68.0,0.735,26.0,68.0,0.382,22.16,27.8,13.5,1.25,3.78,5.03,3.5,1.03,0.41,2.19,1.84,0.0,0.75,5.38,11.28,0.94,2.78,1.16,1.69,4.44,8.5,14.91,12.02,32.0,889.0,433.0,113.0,161.0,33.0,13.0,70.0,172.0,361.0,30.0,89.0,37.0,54.0
2021-04-08,2020-21,Rondae Hollis-Jefferson,Portland Trail Blazers,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,2020-21,Robert Franks,Orlando Magic,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,2021-22,Rob Edwards,Oklahoma City Thunder,10-day contract,2021,2021.0,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,908e6b8d-5c65-4f33-bd2c-fd4ff509da05,G,32.0,19.0,849.0,135.0,355.0,0.38,57.0,127.0,0.449,78.0,228.0,0.342,21.0,45.0,58.0,0.776,18.0,123.0,141.0,47.0,54.0,0.87,25.0,7.0,69.0,1.0,426.0,0.0,0.0,0.0,0.0,380.52,0.56,359.0,18.0,32.0,0.563,7.0,23.0,0.304,22.18,26.5,13.3,0.56,3.84,4.41,1.5,0.78,0.22,1.69,2.16,0.0,0.66,4.22,11.09,2.44,7.13,1.41,1.81,1.78,3.97,11.22,11.89,32.0,849.0,426.0,47.0,141.0,25.0,7.0,54.0,135.0,355.0,78.0,228.0,45.0,58.0
2021-12-28,2021-22,Reggie Perry,Portland Trail Blazers,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,2d0a4879-33d3-4af9-a12f-8081362ff548,6e93d81c-db09-43c3-9a4c-a251bddba343,F-C,22.0,18.0,682.0,171.0,377.0,0.454,138.0,262.0,0.527,33.0,115.0,0.287,36.0,44.0,57.0,0.772,80.0,172.0,252.0,56.0,57.0,0.98,32.0,18.0,83.0,4.0,446.0,1.0,0.0,0.0,0.0,402.08,0.555,528.0,73.0,111.0,0.658,11.0,22.0,0.5,28.15,31.0,20.3,3.64,7.82,11.45,2.5,1.45,0.82,2.59,3.77,0.05,1.64,7.77,17.14,1.5,5.23,2.0,2.59,6.27,11.91,24.0,18.28,22.0,682.0,446.0,56.0,252.0,32.0,18.0,57.0,171.0,377.0,33.0,115.0,44.0,57.0
2021-12-31,2021-22,Rayjon Tucker,Denver Nuggets,10-day contract,2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,73018e88-063c-4562-8d5f-b4cd2d8dec98,G,27.0,26.0,903.0,194.0,366.0,0.53,148.0,230.0,0.643,46.0,136.0,0.338,17.0,79.0,107.0,0.738,32.0,174.0,206.0,104.0,57.0,1.82,34.0,4.0,66.0,6.0,569.0,2.0,0.0,1.0,0.0,413.08,0.689,660.0,100.0,141.0,0.709,8.0,21.0,0.381,21.98,33.4,21.1,1.19,6.44,7.63,3.9,1.26,0.15,2.11,2.44,0.07,0.63,7.19,13.56,1.7,5.04,2.93,3.96,5.48,8.52,24.44,15.3,27.0,903.0,569.0,104.0,206.0,34.0,4.0,57.0,194.0,366.0,46.0,136.0,79.0,107.0
2021-12-21,2021-22,Rayjon Tucker,Minnesota Timberwolves,10-day contract,2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,73018e88-063c-4562-8d5f-b4cd2d8dec98,G,27.0,26.0,903.0,194.0,366.0,0.53,148.0,230.0,0.643,46.0,136.0,0.338,17.0,79.0,107.0,0.738,32.0,174.0,206.0,104.0,57.0,1.82,34.0,4.0,66.0,6.0,569.0,2.0,0.0,1.0,0.0,413.08,0.689,660.0,100.0,141.0,0.709,8.0,21.0,0.381,21.98,33.4,21.1,1.19,6.44,7.63,3.9,1.26,0.15,2.11,2.44,0.07,0.63,7.19,13.56,1.7,5.04,2.93,3.96,5.48,8.52,24.44,15.3,27.0,903.0,569.0,104.0,206.0,34.0,4.0,57.0,194.0,366.0,46.0,136.0,79.0,107.0
2021-12-23,2021-22,Quinndary Weatherspoon,Golden State Warriors,10-day contract,2021,2021.0,REG,b0a52b1f-878d-4987-9249-026360e0207a,bab21159-c71c-49f0-8fef-e3254fab54a2,G,20.0,19.0,628.0,200.0,386.0,0.518,178.0,308.0,0.578,22.0,78.0,0.282,32.0,55.0,62.0,0.887,35.0,98.0,133.0,68.0,73.0,0.93,42.0,15.0,64.0,1.0,504.0,0.0,0.0,2.0,0.0,413.28,0.61,496.0,70.0,102.0,0.686,14.0,33.0,0.424,33.24,31.4,25.2,1.75,4.9,6.65,3.4,2.1,0.75,3.65,3.2,0.0,1.6,10.0,19.3,1.1,3.9,2.75,3.1,8.9,15.4,24.8,20.66,20.0,628.0,504.0,68.0,133.0,42.0,15.0,73.0,200.0,386.0,22.0,78.0,55.0,62.0
