season_id,season_type,team_id,player_id,full_name,position,total_games_played,total_games_started,total_minutes,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_flagrant_fouls,total_ejections,total_foulouts,total_tech_fouls_non_unsportsmanlike,total_true_shooting_att,total_true_shooting_pct,total_efficiency,total_field_goals_at_rim_made,total_field_goals_at_rim_att,total_field_goals_at_rim_pct,total_field_goals_at_midrange_made,total_field_goals_at_midrange_att,total_field_goals_at_midrange_pct,total_usage_pct,avg_minutes,avg_points,avg_off_rebounds,avg_def_rebounds,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_personal_fouls,avg_flagrant_fouls,avg_blocked_att,avg_field_goals_made,avg_field_goals_att,avg_three_points_made,avg_three_points_att,avg_free_throws_made,avg_free_throws_att,avg_two_points_made,avg_two_points_att,avg_efficiency,avg_true_shooting_att,games_played,minutes,points,assists,rebounds,steals,blocks,turnovers,fgm,fga,tpm,tpa,ftm,fta
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,05c29e09-e34f-46d4-9af1-1794eaf707f6,Ousmane Dieng,F,9,9,308.0,63,139,0.453,41,76,0.539,22,63,0.349,4,4,10,0.4,11,58,69,28,24,1.17,6,6,20,0,155,0,0,0,0,143.4,0.54,158,18,24,0.75,3,7,0.429,23.84,34.2,17.2,1.22,6.44,7.67,3.1,0.67,0.67,2.67,2.22,0.0,0.44,7.0,15.44,2.44,7.0,0.44,1.11,4.56,8.44,17.56,15.93,9,308.0,155,28,69,6,6,24,63,139,22,63,4,10
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,06d1c988-702c-41e9-b41a-9ab80c56530f,Kevin Kangu,G,4,0,33.0,1,9,0.111,1,3,0.333,0,6,0.0,0,0,0,0.0,1,2,3,3,0,0.0,1,0,3,0,2,0,0,0,0,9.0,0.111,1,0,0,0.0,1,2,0.5,11.96,8.3,0.5,0.25,0.5,0.75,0.8,0.25,0.0,0.0,0.75,0.0,0.0,0.25,2.25,0.0,1.5,0.0,0.0,0.25,0.75,0.25,2.25,4,33.0,2,3,3,1,0,0,1,9,0,6,0,0
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,09239f30-291f-4cb3-9290-f5a088b15a0c,Quade Green,G,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,0a62257d-8dfa-45ec-8c82-74ef5f93705e,Sacha Killeya-Jones,C,18,10,333.0,59,113,0.522,52,85,0.612,7,28,0.25,2,7,12,0.583,35,61,96,22,17,1.29,6,20,46,1,137,0,0,1,0,118.28,0.579,205,40,49,0.816,2,4,0.5,17.82,18.5,7.6,1.94,3.39,5.33,1.2,0.33,1.11,0.94,2.56,0.0,0.11,3.28,6.28,0.39,1.56,0.39,0.67,2.89,4.72,11.39,6.57,18,333.0,137,22,96,6,20,17,59,113,7,28,7,12
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,0db710f8-1f37-4a6f-9de9-3e2f7cbb5bb2,Scotty Hopson,G-F,12,1,311.0,65,129,0.504,61,120,0.508,4,9,0.444,7,21,28,0.75,11,41,52,31,23,1.35,13,5,17,0,169,0,0,0,0,141.32,0.598,176,38,56,0.679,4,21,0.19,23.17,25.9,14.1,0.92,3.42,4.33,2.6,1.08,0.42,1.92,1.42,0.0,0.58,5.42,10.75,0.33,0.75,1.75,2.33,5.08,10.0,14.67,11.78,12,311.0,169,31,52,13,5,23,65,129,4,9,21,28
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,17f5409a-b98b-4459-a268-4238bf4412c9,Jared Butler,G,4,4,116.0,21,47,0.447,14,29,0.483,7,18,0.389,2,5,6,0.833,1,10,11,35,4,8.75,3,1,10,0,57,0,0,0,0,49.64,0.574,76,9,10,0.9,0,0,0.0,20.28,29.0,14.3,0.25,2.5,2.75,8.8,0.75,0.25,1.0,2.5,0.0,0.5,5.25,11.75,1.75,4.5,1.25,1.5,3.5,7.25,19.0,12.41,4,116.0,57,35,11,3,1,4,21,47,7,18,5,6
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,1853063c-4afc-438f-b9ba-34651775c8dc,Jeremiah Robinson-Earl,F,4,4,124.0,30,45,0.667,24,33,0.727,6,12,0.5,2,4,6,0.667,11,19,30,8,8,1.0,3,3,9,0,73,0,0,0,0,47.64,0.766,92,17,20,0.85,1,4,0.25,19.68,31.0,18.3,2.75,4.75,7.5,2.0,0.75,0.75,2.0,2.25,0.0,0.5,7.5,11.25,1.5,3.0,1.0,1.5,6.0,8.25,23.0,11.91,4,124.0,73,8,30,3,3,8,30,45,6,12,4,6
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,26e0274d-6378-43cb-8913-8f1a6cebb010,Andre Roberson,G-F,14,0,271.0,34,65,0.523,32,52,0.615,2,13,0.154,7,4,9,0.444,31,47,78,18,20,0.9,21,11,25,0,75,0,0,0,0,68.96,0.544,147,24,34,0.706,0,0,0.0,14.4,19.4,5.4,2.21,3.36,5.57,1.3,1.5,0.79,1.43,1.79,0.0,0.5,2.43,4.64,0.14,0.93,0.29,0.64,2.29,3.71,10.5,4.93,14,271.0,75,18,78,21,11,20,34,65,2,13,4,9
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,27bceee6-2992-4803-9bbd-e6d17ff7466c,Jahmi'us Ramsey,G,22,7,634.0,165,326,0.506,128,221,0.579,37,105,0.352,26,66,83,0.795,14,59,73,76,68,1.12,23,7,35,0,470,0,0,0,0,362.52,0.648,403,85,114,0.746,2,12,0.167,29.78,28.8,21.4,0.64,2.68,3.32,3.5,1.05,0.32,3.09,1.59,0.0,1.18,7.5,14.82,1.68,4.77,3.0,3.77,5.82,10.05,18.32,16.48,22,634.0,470,76,73,23,7,68,165,326,37,105,66,83
2022,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,2903249e-943d-4b9a-ae3a-976167275260,Jaden Shackelford,G,26,18,777.0,131,319,0.411,46,99,0.465,85,220,0.386,13,24,35,0.686,9,60,69,38,25,1.52,19,3,53,0,390,1,0,0,0,334.4,0.583,295,23,41,0.561,5,13,0.385,20.29,29.9,15.0,0.35,2.31,2.65,1.5,0.73,0.12,0.96,2.04,0.04,0.5,5.04,12.27,3.27,8.46,0.92,1.35,1.77,3.81,11.35,12.86,26,777.0,390,38,69,19,3,25,131,319,85,220,24,35
